,Low Income Solar House,Low Income Solar Apartment,Mid Income Solar House,Mid Income Solar Apartment,High Income Solar House,High Income Solar Apartment,Total Solar Panels,Global Adoption Rate,Clustering Score,Moran's I,Between-Class Gini
441,73,3,687,6,1120,0,1889,0.1889,0.3957650825297884,0.1446723847898268,0.4659675418087839
442,74,3,690,6,1122,0,1895,0.1895,0.39604892524860824,0.14423722155816654,0.4653282251230153
443,74,3,691,6,1123,0,1897,0.1897,0.39632385790697133,0.14408544409366353,0.46529304579892
444,74,3,692,6,1124,0,1899,0.1899,0.39645073487983346,0.14394030152153395,0.4652579368219671
445,74,3,692,6,1126,0,1901,0.1901,0.3970255755010889,0.14409815243574736,0.46551748442651597
446,74,3,693,6,1126,0,1902,0.1902,0.39715997306786777,0.14417686430249446,0.465352648400369
447,74,3,694,6,1128,0,1905,0.1905,0.3974855806306148,0.14380718166531706,0.46544704939977805
448,75,3,695,6,1131,0,1910,0.191,0.39886296442900215,0.14389602432382206,0.4652714466653836
449,75,3,698,6,1131,0,1913,0.1913,0.3998054187222162,0.14418603641915484,0.46477982746142654
450,75,4,701,7,1135,0,1922,0.1922,0.4018406998094498,0.1453953347853789,0.4642467119874237
451,75,4,703,7,1136,0,1925,0.1925,0.402555126736094,0.145922930168682,0.4640504860442107
452,76,4,705,7,1140,0,1932,0.1932,0.4025154293029941,0.1455512692364341,0.4638469948682819
453,76,4,706,7,1140,0,1933,0.1933,0.40281251632882914,0.14622398142557577,0.46368518329059505
454,76,4,706,7,1142,0,1935,0.1935,0.40273323848078113,0.14637286704911473,0.4639424651890443
455,76,4,706,7,1142,0,1935,0.1935,0.40273323848078113,0.14637286704911473,0.4639424651890443
456,76,4,709,7,1144,0,1940,0.194,0.40379810677798295,0.14703401171738342,0.4637150277554281
457,76,4,710,7,1145,0,1942,0.1942,0.40387151079161393,0.1471807435653239,0.4636821974614597
458,76,4,711,7,1146,0,1944,0.1944,0.4041298943075462,0.1476244105766038,0.4636494313821616
459,77,4,712,7,1148,0,1948,0.1948,0.40355247270714895,0.1473207673796464,0.46335376042127346
460,77,4,713,7,1148,0,1949,0.1949,0.4033452038459742,0.1470964314054264,0.46319338257084075
461,77,4,715,7,1150,0,1953,0.1953,0.4037398489089929,0.14678625925379635,0.4631290803378379
