Low Income Solar House,Low Income Solar Apartment,Mid Income Solar House,Mid Income Solar Apartment,High Income Solar House,High Income Solar Apartment,Total Solar Panels,Global Adoption Rate,Clustering Score,Moran's I,Between-Class Gini
16,0,103,0,196,1,316,0.0316,0.07541372129979725,0.02473068460844337,0.48715633211552173
16,0,104,0,198,1,319,0.0319,0.08140823822642004,0.02888777848003903,0.4875673787896086
16,0,106,0,199,1,322,0.0322,0.08064977637959003,0.028206278712773574,0.4863319483599433
16,0,108,0,199,1,324,0.0324,0.0801519382537901,0.02775278119836232,0.4844277599752382
17,0,109,0,203,1,330,0.033,0.08662523503432594,0.02951584070987056,0.4840208507375949
17,0,110,0,206,1,334,0.0334,0.085587807069843,0.028605167029796517,0.48511351512670187
18,0,115,0,208,1,342,0.0342,0.0903271436166173,0.03131949592290586,0.4797867222503413
18,0,117,0,213,1,349,0.0349,0.09327391805901834,0.031188234536801637,0.48133249538413336
18,0,123,0,214,1,356,0.0356,0.09538026736060443,0.031043019424238656,0.4767898033271658
18,0,123,0,216,1,358,0.0358,0.09698894370682079,0.03202211667736882,0.4781003661744241
18,0,126,0,216,1,361,0.0361,0.09618294140454804,0.03133115130999337,0.4755558046674775
18,0,127,0,217,1,363,0.0363,0.0981323466860657,0.03229172370305868,0.4753691335402774
18,0,128,0,219,1,366,0.0366,0.10206386661304694,0.033009704768513,0.4758327141545533
20,0,130,0,220,1,371,0.0371,0.1032489897045153,0.031868190246656956,0.47091204868437514
20,0,130,0,221,1,372,0.0372,0.10297143865692253,0.03164236044040949,0.4715658645471567
20,0,132,0,226,1,379,0.0379,0.10343588542796986,0.031438754043830605,0.47316383832010134
22,0,133,0,231,1,387,0.0387,0.10721929520379132,0.03386846765213033,0.4717482166144256
22,0,135,0,233,1,391,0.0391,0.10906968848145318,0.03427757773790168,0.4714378274374149
23,0,138,0,234,1,396,0.0396,0.11304367630125206,0.03573762474790753,0.4679256038031192
23,0,138,0,237,1,399,0.0399,0.11376909083676,0.03633816703747798,0.4697825895545689
23,0,140,0,238,1,402,0.0402,0.11292006777081404,0.03564741658189976,0.46888908012412783
23,0,141,0,239,1,404,0.0404,0.11368118954752619,0.03519074756861225,0.46875184023958116
23,0,143,0,240,1,407,0.0407,0.11808484990303172,0.039568309953502544,0.4678744595171113
23,0,143,0,245,1,412,0.0412,0.11948349654660334,0.039646384371995226,0.4708714370160442
23,0,144,0,247,1,415,0.0415,0.12057424503207635,0.04018110339104004,0.4713150341556376
23,0,145,0,250,1,419,0.0419,0.1211790596038806,0.03923914072041285,0.47232920255124206
23,0,148,0,251,1,423,0.0423,0.1243410122842747,0.043180488512789765,0.47074801258227
23,0,148,0,252,1,424,0.0424,0.12569869857605706,0.044153746944447424,0.47132215243093906
24,0,149,0,256,1,430,0.043,0.12679460720158395,0.045106068929544475,0.4711963103930967
24,0,150,0,257,1,432,0.0432,0.12620759513120625,0.04461785668830344,0.4710581479163823
24,0,151,0,262,1,438,0.0438,0.12523975897263567,0.04434901255135432,0.47313738181815584
24,1,153,0,267,1,446,0.0446,0.12552648522379464,0.0435986231077855,0.47284921261211305
25,1,153,0,273,1,453,0.0453,0.12450657632776839,0.04308964669307063,0.47443444348733266
25,1,155,0,273,1,455,0.0455,0.12483841555270127,0.04375483486275886,0.47309964836756285
26,1,158,0,277,1,463,0.0463,0.12596226068148314,0.041884975240583044,0.47164960026905334
26,1,158,0,279,1,465,0.0465,0.12775535694890533,0.04364657723454905,0.4726884441542098
26,1,158,0,284,1,470,0.047,0.1302378649719075,0.0446888698813215,0.4752377689834913
26,1,162,0,286,1,476,0.0476,0.12859621121175743,0.04328796298755066,0.4736784622629682
26,1,163,0,291,1,482,0.0482,0.12995432990246267,0.042983756668429594,0.47552480593172913
26,1,163,0,295,1,486,0.0486,0.13083947945059057,0.042069493910565275,0.4774651637162555
26,1,164,0,299,1,491,0.0491,0.13160813676119798,0.0420008446913472,0.4787449125069017
26,1,165,0,299,1,492,0.0492,0.1320755562608923,0.04282702123828829,0.4781249123591138
26,1,166,0,304,1,498,0.0498,0.13226080871956122,0.04354513435702239,0.47984422365137913
26,1,166,0,306,1,500,0.05,0.13173070527779945,0.04308992805755397,0.48076320777484094
26,1,166,0,307,1,501,0.0501,0.13208629148629147,0.04389720451176213,0.4812193177759149
26,1,167,0,308,1,503,0.0503,0.13156005128116682,0.04344162412729497,0.4810647018535734
28,1,167,0,312,1,509,0.0509,0.13036708479621867,0.04310740838119523,0.48002568649738286
28,1,168,0,317,1,515,0.0515,0.13326518380020325,0.045791714884051045,0.4816583256807201
28,1,170,0,317,1,517,0.0517,0.13439824602615302,0.04834290745078621,0.480474853356559
28,1,170,0,318,2,519,0.0519,0.13484458484458486,0.049283239853762845,0.48135587250620554
28,1,171,1,321,2,524,0.0524,0.13661471309654866,0.05009648871288507,0.48149270943639566
28,1,172,1,323,2,527,0.0527,0.13751035614153484,0.051363457063234155,0.48177579151795075
28,1,173,1,326,2,531,0.0531,0.13647254213291948,0.050415810785687395,0.48248218195268394
28,1,174,1,328,2,534,0.0534,0.1389133224499078,0.05263378762227582,0.482755618415589
28,1,178,1,331,2,541,0.0541,0.13903058361391696,0.05097402597402595,0.4817421702115472
28,1,180,1,335,2,547,0.0547,0.14241730491730492,0.05242968138160862,0.4822850037941979
28,1,180,1,336,2,548,0.0548,0.142156944213617,0.052193346583806546,0.482698083408879
29,1,182,1,338,2,553,0.0553,0.14230562613714787,0.052910115205251226,0.48110180247791634
29,1,182,1,342,2,557,0.0557,0.14270570556541778,0.05383960673125756,0.4827370840154927
30,1,184,1,346,2,564,0.0564,0.14443162915631833,0.05496423447948251,0.4819743183357752
31,1,186,1,352,2,573,0.0573,0.14467817535999353,0.05466965779375386,0.4820239186214785
31,1,188,1,356,2,579,0.0579,0.1476217314020082,0.05687289640889761,0.4825330802503435
31,1,191,1,360,2,586,0.0586,0.14933110099776764,0.059080152565494544,0.48250877954572874
32,1,193,1,361,2,590,0.059,0.14831696788403068,0.05811872437334857,0.48063079621061355
32,1,195,1,363,2,594,0.0594,0.14997451021902963,0.05803938401930769,0.4803726553947067
32,1,198,1,367,2,601,0.0601,0.15310972823472824,0.058985507246376793,0.4803734449816954
32,1,199,1,371,2,606,0.0606,0.15498485444766436,0.05779732146334009,0.4813809212790332
32,1,201,1,372,2,609,0.0609,0.15542626689830635,0.057090685675906694,0.48075037125513714
33,1,202,1,373,2,612,0.0612,0.1546631264716371,0.05638867006469614,0.47944583047486394
33,1,204,1,376,2,617,0.0617,0.15609984351867467,0.05607668593739399,0.4795776707654338
33,1,205,1,378,2,620,0.062,0.15658378150300606,0.057070802569480876,0.4798283994140095
33,1,208,1,381,2,626,0.0626,0.15788248196248197,0.05903182093163945,0.4794675863340192
34,1,209,1,386,2,633,0.0633,0.15814177032531462,0.059878881991384664,0.47966717662745895
34,1,210,1,387,2,635,0.0635,0.15764290038737988,0.05940856814660786,0.47954913833313323
34,1,210,1,387,2,635,0.0635,0.15764290038737988,0.05940856814660786,0.47954913833313323
34,1,212,1,392,2,642,0.0642,0.16137044615983773,0.06185965659427308,0.48039194320746637
34,1,212,1,396,2,646,0.0646,0.16353384341756436,0.06334877521634133,0.48180858351726713
34,1,214,1,397,2,649,0.0649,0.1627767422906312,0.06263398724495291,0.48121548590762203
34,1,217,1,399,2,654,0.0654,0.16662407271136215,0.06385861235564765,0.48050963061545077
34,1,217,1,401,2,656,0.0656,0.16815092032649284,0.06338233565386257,0.4812074412269509
34,1,218,1,406,2,662,0.0662,0.17235855420424256,0.06592913812093089,0.48246629505493344
34,1,219,1,407,2,664,0.0664,0.17183861889744242,0.0654490997713895,0.48234578544702095
34,1,220,1,410,2,668,0.0668,0.17335682807946676,0.06528689707429104,0.48290392087871165
35,1,221,2,413,2,674,0.0674,0.175064323987058,0.06565396409146412,0.48192853129053664
36,1,223,2,414,2,678,0.0678,0.17607798815332049,0.06624942440918948,0.4802953563307895
36,1,224,2,418,2,683,0.0683,0.17757650869820957,0.0666020596535947,0.48119019125126633
36,1,228,2,420,2,689,0.0689,0.17890197657639517,0.06913278138627046,0.4800758207270565
36,1,229,2,423,2,693,0.0693,0.17936283770821343,0.06893087371836848,0.48062911401877867
36,1,232,2,424,2,697,0.0697,0.17925566212204144,0.06948395315123314,0.4796409311116581
36,1,234,2,430,2,705,0.0705,0.17952690459792733,0.07056290563916129,0.48073434411861377
36,1,234,2,433,2,708,0.0708,0.17925006786392925,0.0698412647516409,0.4817029595434084
37,1,235,2,434,2,711,0.0711,0.18025323659126477,0.06986543138284487,0.48057705618500296
37,1,235,2,438,2,715,0.0715,0.1807606881136293,0.07063856657967879,0.4818562465428555
37,1,235,2,440,2,717,0.0717,0.1825863382427628,0.07236693400376265,0.4824892693916829
37,1,236,2,443,2,721,0.0721,0.18410669191919193,0.07213427608081717,0.48300538652987024
38,1,237,2,446,2,726,0.0726,0.18621192217743943,0.07311520713249596,0.4825218640947814
38,1,237,2,448,2,728,0.0728,0.18700638731587838,0.07408290491979512,0.48314246262148136
39,1,239,2,449,2,732,0.0732,0.18720451535089017,0.07455799287176867,0.4816268742214362
39,1,240,2,453,2,737,0.0737,0.18643093395131438,0.0740655281505211,0.48244493313346837
39,1,241,2,456,2,741,0.0741,0.18773336648336647,0.07381543428168853,0.4829471192539357
40,1,242,2,460,2,747,0.0747,0.18785867096859055,0.07450123161284353,0.4827796095209931
40,1,244,2,464,2,753,0.0753,0.1891523517853305,0.07375923447792945,0.48316479184931654
40,1,246,2,465,2,756,0.0756,0.18989239605133645,0.07374289424921919,0.48265204570542347
40,1,250,2,471,2,766,0.0766,0.19181049524186777,0.07575720925565581,0.4828223837192338
40,1,251,2,476,2,772,0.0772,0.19452744978036807,0.07706723455072687,0.48388589370921054
40,1,252,2,482,2,779,0.0779,0.19546572036931933,0.07674965052194736,0.4852165814177612
40,1,252,2,485,2,782,0.0782,0.19640381314517036,0.07806487443051321,0.48606817114461426
40,1,254,2,487,2,786,0.0786,0.1965495261992077,0.0777778943539813,0.48584829291339293
40,1,258,2,487,2,790,0.079,0.19689594661077553,0.07749090953388893,0.4842894757247307
40,1,260,2,491,2,796,0.0796,0.1961466869957436,0.07606071085594306,0.48464203300334613
40,1,261,2,493,2,799,0.0799,0.19678923137569754,0.07667913623870644,0.4848162698459159
40,1,262,2,495,2,802,0.0802,0.19698852264395333,0.07596813725490198,0.4849891664317488
40,1,267,2,496,2,808,0.0808,0.1980022387085584,0.07543883394768748,0.48336056506603625
40,1,269,2,498,2,812,0.0812,0.20079133772105412,0.07907979723653015,0.4831593510238612
41,1,273,2,503,2,822,0.0822,0.2021075115167685,0.07994225726498795,0.48215918423941534
41,1,275,2,506,2,827,0.0827,0.2029133867208928,0.08003850661309225,0.4822411763588697
41,1,275,2,509,2,830,0.083,0.20484053876695613,0.08188774202642271,0.48306010009574035
41,1,277,2,514,2,837,0.0837,0.2066341387214593,0.0821164158965519,0.4836743883575722
41,1,278,2,514,2,838,0.0838,0.20688507364134603,0.08187689102921371,0.4833079522038524
41,1,282,2,519,2,847,0.0847,0.20805296292884948,0.08162370123326912,0.48318850328571283
42,1,283,2,521,2,851,0.0851,0.20756408624055683,0.08068035347684042,0.4825092905940198
42,1,283,2,524,2,854,0.0854,0.20807619825790985,0.07996589417421765,0.4833039177708291
43,1,287,2,527,2,862,0.0862,0.20978341570676065,0.08139663701006492,0.48182495463503194
43,1,288,2,530,2,866,0.0866,0.21023913786919568,0.08168546427633304,0.48225870097022483
44,1,289,2,531,2,869,0.0869,0.20951250490420997,0.08098448910949535,0.48133599325107007
44,1,289,2,533,2,871,0.0871,0.2104402813023503,0.08173947806053734,0.48185924378014544
44,1,290,2,537,2,876,0.0876,0.21139967017109873,0.0811738908244968,0.48254685593891705
44,1,292,2,539,2,880,0.088,0.2127238170753529,0.08084426548844109,0.4823645280618834
44,1,293,2,541,2,883,0.0883,0.2127669225458341,0.08074839360206511,0.48253059606088017
45,1,294,2,542,2,886,0.0886,0.212045678740594,0.08004914124458713,0.48162517437970215
45,1,294,2,543,2,887,0.0887,0.2121933214766172,0.07981673428352262,0.48188165027914903
46,1,295,2,547,2,893,0.0893,0.21286091213221256,0.08021769001486227,0.48174859583317575
46,1,298,2,551,2,900,0.09,0.21716646040895207,0.08157007342639003,0.4817386905652987
46,1,299,2,553,2,903,0.0903,0.21786694150884836,0.08087904018979278,0.4819032579134929
46,1,300,2,554,2,905,0.0905,0.2178827226117049,0.08100664016965832,0.48181591653302575
46,1,302,2,557,2,910,0.091,0.21850379482392682,0.08160840295636115,0.4818923007459093
46,1,302,2,560,2,913,0.0913,0.2194114943292575,0.08149965101458038,0.4826382384567342
46,1,305,2,563,2,919,0.0919,0.21992006117823112,0.08069778648519874,0.4823758007916357
46,1,309,2,566,2,926,0.0926,0.220997113997114,0.08024968872030312,0.48178552810830616
46,1,310,2,567,2,928,0.0928,0.221557966784504,0.07979174193895865,0.4817005273156861
46,1,312,2,569,2,932,0.0932,0.22350616026770698,0.08002909691788203,0.48153154724370717
46,1,312,2,569,2,932,0.0932,0.22350616026770698,0.08002909691788203,0.48153154724370717
46,1,314,2,575,2,940,0.094,0.22552710276352447,0.0821955390608559,0.4823336754709609
46,1,315,2,579,2,945,0.0945,0.22605985704502654,0.08275116008459503,0.4829684686692488
46,1,317,2,584,2,952,0.0952,0.22637752771822173,0.08227417987347549,0.4835095640181833
46,1,319,2,586,2,956,0.0956,0.22684262218293633,0.08192120917866666,0.48333800785262077
46,1,324,2,589,2,964,0.0964,0.22953672610993484,0.08288130741248766,0.4824458567064059
46,1,325,2,590,2,966,0.0966,0.22927977031603974,0.0824242801383702,0.4823629098599107
46,1,325,2,593,2,969,0.0969,0.2298949500912311,0.0828495401732443,0.483064565692403
46,1,327,2,593,2,971,0.0971,0.22942093988485743,0.08239335336154927,0.4824317620224579
47,1,332,2,595,2,979,0.0979,0.23130361458582316,0.08167838049607688,0.48058672888463655
48,1,334,2,598,2,985,0.0985,0.23261172262696653,0.08196225728315755,0.47992988673383746
49,1,334,2,602,2,990,0.099,0.23346760250198065,0.08246424536530021,0.4801305641396456
49,1,337,2,603,2,994,0.0994,0.23541156449011433,0.08435142235737933,0.47943818667703625
49,1,344,2,606,2,1004,0.1004,0.2357781744122721,0.08262915131075364,0.47799452159277145
49,1,348,2,608,2,1010,0.101,0.23853866098662926,0.0828808599305911,0.4772463936123185
49,1,350,2,612,2,1016,0.1016,0.2401581368822748,0.0831249478760081,0.4775682412949355
49,1,350,2,614,2,1018,0.1018,0.24037258764397407,0.0837341233234967,0.4780275178125282
49,1,353,2,617,2,1024,0.1024,0.2404996518632882,0.0839653769461346,0.4778158824895322
49,1,354,2,620,2,1028,0.1028,0.24177852062467445,0.08464020264509035,0.47820024691231894
50,1,355,2,624,2,1034,0.1034,0.24177710264351115,0.0848565531942531,0.47810682143262834
50,1,356,2,626,2,1037,0.1037,0.24202843756415185,0.08470805749388682,0.47826178669481995
51,1,357,2,629,2,1042,0.1042,0.24204004182390348,0.08514029633041609,0.47794525305087293
51,1,359,2,633,2,1048,0.1048,0.24347780257522375,0.08534035629096125,0.47825283123486484
51,1,362,2,635,2,1053,0.1053,0.24552461427461428,0.08627166837291586,0.4778246500074073
52,1,363,2,639,2,1059,0.1059,0.24764064175689882,0.08798685995226782,0.477735626806854
52,1,364,2,640,2,1061,0.1061,0.24767504246277827,0.08855357885929471,0.47766808141451317
52,1,367,2,641,2,1065,0.1065,0.24797099308377504,0.08866387002276165,0.477027269734055
52,1,367,2,644,2,1068,0.1068,0.24825116568321817,0.08899801257591905,0.4776859070710106
52,1,367,2,645,2,1069,0.1069,0.24801872077152975,0.08877135002414424,0.47790443735189214
54,1,369,2,646,2,1074,0.1074,0.24991259646432062,0.0896576914347829,0.47620518474473394
54,1,369,2,648,2,1076,0.1076,0.25131696727045566,0.09021043976421671,0.4766431097688968
54,1,373,2,650,2,1082,0.1082,0.25286685767721845,0.09085335335335334,0.47595047417791375
54,1,374,2,653,2,1086,0.1086,0.2533606408952031,0.09094327237955467,0.47632221245187445
54,1,374,2,653,2,1086,0.1086,0.2533606408952031,0.09094327237955467,0.47632221245187445
54,1,375,2,659,2,1093,0.1093,0.2556408640199849,0.09282361368158669,0.4773357425440854
54,1,376,2,662,2,1097,0.1097,0.2584031236403499,0.09339478240576293,0.47769778835205196
54,1,377,2,664,2,1100,0.11,0.25874631889190575,0.09271018450736279,0.4778450480304115
55,1,380,2,667,2,1107,0.1107,0.2616542363603846,0.09529382268138548,0.4769969154079208
55,1,381,2,669,2,1110,0.111,0.2611185703385884,0.09509538232781549,0.47714489706843405
56,1,383,2,672,2,1116,0.1116,0.26299330531826043,0.09665027859673837,0.4765806906109599
56,1,385,2,674,2,1120,0.112,0.26428211025706555,0.09767179894831238,0.4764564700643694
56,1,386,3,674,2,1122,0.1122,0.26520686159079015,0.09914748278829603,0.4759129913548663
56,1,386,3,675,2,1123,0.1123,0.2654460466681698,0.09939965103559718,0.47612326692401236
56,1,387,3,676,2,1125,0.1125,0.26532313041662997,0.09941321987445041,0.4760621628888348
56,1,388,3,683,2,1133,0.1133,0.2688651166104747,0.10307913734165225,0.47724989801155776
56,1,389,3,685,2,1136,0.1136,0.26999833646659044,0.10333523579792236,0.47739377791625887
56,1,391,3,687,2,1140,0.114,0.2706904377598578,0.10334878595211974,0.4772691208658344
56,1,391,3,687,2,1140,0.114,0.2706904377598578,0.10334878595211974,0.4772691208658344
56,1,394,3,691,2,1147,0.1147,0.2713243258439765,0.10362212606047429,0.4772881135984049
58,1,395,3,692,2,1151,0.1151,0.27237359632920993,0.10410858526597563,0.4759694686150877
58,1,398,3,695,2,1157,0.1157,0.2746094622068648,0.10647626564953859,0.4757919487748894
59,1,400,3,698,2,1163,0.1163,0.27414800483275936,0.10506996886694295,0.4752564251980898
59,1,400,3,698,2,1163,0.1163,0.27414800483275936,0.10506996886694295,0.4752564251980898
60,1,402,3,704,2,1172,0.1172,0.2755898612308869,0.10585208442351295,0.47533444760105387
60,1,404,3,705,2,1175,0.1175,0.27590094143802585,0.10561006314359574,0.47501817469834595
60,2,404,3,711,2,1182,0.1182,0.2780468613307596,0.1072078771250545,0.4756114997889321
60,2,406,3,712,2,1185,0.1185,0.2784426689118152,0.10788834610719017,0.4752974618482792
60,2,409,3,715,2,1191,0.1191,0.27918223492235267,0.1074096689523349,0.47512814664082265
61,2,414,3,716,2,1198,0.1198,0.2821143716001575,0.10760419125720158,0.4734510797360767
61,2,415,3,719,2,1202,0.1202,0.2826184348059348,0.10803661616161618,0.4737966801819325
61,2,418,3,719,2,1205,0.1205,0.2828349885083052,0.10824466012861812,0.473039962056179
61,2,420,3,721,2,1209,0.1209,0.28271335127176056,0.10866973801497717,0.4729355316096407
62,2,422,3,725,2,1216,0.1216,0.2836178214061245,0.1092907663453817,0.4726331793763265
62,2,425,3,725,2,1219,0.1219,0.2843087114656548,0.10904670579851095,0.4718861141092702
62,2,426,3,727,2,1222,0.1222,0.28360959168336214,0.10834867368176657,0.47203425558946766
63,2,427,4,729,2,1227,0.1227,0.28386308023042717,0.10808220062218439,0.4713448879336051
63,2,428,4,730,2,1229,0.1229,0.2837399673585492,0.10806448150253743,0.4712960489066382
63,2,429,4,732,2,1232,0.1232,0.28503978857637396,0.10825940947336578,0.4714445561324386
63,2,431,4,733,2,1235,0.1235,0.2848193619483157,0.10756551113831175,0.47115042703022886
63,2,432,4,737,2,1240,0.124,0.2857653565246457,0.10773919420285731,0.4716903241809208
64,2,434,4,740,2,1246,0.1246,0.28525440484845627,0.10723844983945639,0.47120715174643424
64,2,440,4,741,2,1253,0.1253,0.28614483926234524,0.1069466124567834,0.4699492298963805
64,2,443,4,745,2,1260,0.126,0.28701684731096494,0.10715416666364233,0.4700067949553762
64,2,444,4,748,2,1264,0.1264,0.2894106509795892,0.10841038930313243,0.4703486549319373
64,2,444,4,750,2,1266,0.1266,0.28998873840645994,0.1083847108085745,0.4707346327174216
64,2,444,4,751,3,1268,0.1268,0.2904333510968582,0.10815507652617266,0.4711190957512099
64,2,445,5,754,3,1273,0.1273,0.29269804415359096,0.10939918403618891,0.4712165082775212
