beta1,beta2,beta3,beta4,beta5,beta6,beta7,Low Income Solar House,Low Income Solar Apartment,Mid Income Solar House,Mid Income Solar Apartment,High Income Solar House,High Income Solar Apartment,Total Solar Panels
0.69140625,0.66796875,0.77734375,0.21484375,0.05859375,0.96484375,0.93359375,300.0,108.0,598.0,66.0,577.0,25.0,9974.0
0.69140625,0.73828125,0.75390625,0.21484375,0.05859375,0.96484375,0.93359375,309.0,71.0,596.0,54.0,581.0,20.0,9916.0
0.69140625,0.73828125,0.77734375,0.18359375,0.05859375,0.96484375,0.93359375,292.0,135.0,586.0,72.0,581.0,31.0,9998.0
0.69140625,0.73828125,0.77734375,0.21484375,0.91015625,0.96484375,0.93359375,292.0,135.0,586.0,72.0,581.0,31.0,9998.0
0.69140625,0.73828125,0.77734375,0.21484375,0.05859375,0.52734375,0.93359375,259.0,116.0,616.0,75.0,571.0,16.0,10000.0
0.69140625,0.73828125,0.77734375,0.21484375,0.05859375,0.96484375,0.12109375,259.0,116.0,616.0,75.0,571.0,16.0,10000.0
0.69140625,0.73828125,0.77734375,0.21484375,0.05859375,0.96484375,0.93359375,292.0,135.0,586.0,72.0,581.0,31.0,9998.0
0.73828125,0.41796875,0.00390625,0.93359375,0.66015625,0.77734375,0.87109375,232.0,80.0,560.0,56.0,601.0,31.0,9957.0
0.94140625,0.41796875,0.00390625,0.93359375,0.66015625,0.77734375,0.87109375,232.0,80.0,560.0,56.0,601.0,31.0,9957.0
0.73828125,0.98828125,0.00390625,0.93359375,0.66015625,0.77734375,0.87109375,266.0,130.0,596.0,76.0,574.0,21.0,9983.0
0.73828125,0.41796875,0.52734375,0.93359375,0.66015625,0.77734375,0.87109375,232.0,80.0,560.0,56.0,601.0,31.0,9957.0
0.73828125,0.41796875,0.00390625,0.46484375,0.66015625,0.77734375,0.87109375,232.0,80.0,560.0,56.0,601.0,31.0,9957.0
0.73828125,0.41796875,0.00390625,0.93359375,0.30859375,0.77734375,0.87109375,232.0,80.0,560.0,56.0,601.0,31.0,9957.0
0.73828125,0.41796875,0.00390625,0.93359375,0.66015625,0.21484375,0.87109375,232.0,80.0,560.0,56.0,601.0,31.0,9957.0
0.73828125,0.41796875,0.00390625,0.93359375,0.66015625,0.77734375,0.18359375,232.0,80.0,560.0,56.0,601.0,31.0,9957.0
0.73828125,0.98828125,0.52734375,0.46484375,0.30859375,0.21484375,0.18359375,232.0,80.0,560.0,56.0,601.0,31.0,9957.0
0.94140625,0.41796875,0.52734375,0.46484375,0.30859375,0.21484375,0.18359375,232.0,80.0,560.0,56.0,601.0,31.0,9957.0
0.94140625,0.98828125,0.00390625,0.46484375,0.30859375,0.21484375,0.18359375,232.0,80.0,560.0,56.0,601.0,31.0,9957.0
0.94140625,0.98828125,0.52734375,0.93359375,0.30859375,0.21484375,0.18359375,232.0,80.0,560.0,56.0,601.0,31.0,9957.0
0.94140625,0.98828125,0.52734375,0.46484375,0.66015625,0.21484375,0.18359375,232.0,80.0,560.0,56.0,601.0,31.0,9957.0
0.94140625,0.98828125,0.52734375,0.46484375,0.30859375,0.77734375,0.18359375,232.0,80.0,560.0,56.0,601.0,31.0,9957.0
0.94140625,0.98828125,0.52734375,0.46484375,0.30859375,0.21484375,0.87109375,232.0,80.0,560.0,56.0,601.0,31.0,9957.0
0.94140625,0.98828125,0.52734375,0.46484375,0.30859375,0.21484375,0.18359375,232.0,80.0,560.0,56.0,601.0,31.0,9957.0
0.23828125,0.91796875,0.50390625,0.43359375,0.16015625,0.27734375,0.37109375,250.0,17.0,530.0,25.0,579.0,9.0,9772.0
0.44140625,0.91796875,0.50390625,0.43359375,0.16015625,0.27734375,0.37109375,232.0,80.0,560.0,56.0,601.0,31.0,9957.0
0.23828125,0.48828125,0.50390625,0.43359375,0.16015625,0.27734375,0.37109375,266.0,130.0,596.0,76.0,574.0,21.0,9983.0
0.23828125,0.91796875,0.02734375,0.43359375,0.16015625,0.27734375,0.37109375,275.0,81.0,589.0,53.0,553.0,15.0,9928.0
0.23828125,0.91796875,0.50390625,0.96484375,0.16015625,0.27734375,0.37109375,261.0,88.0,584.0,63.0,592.0,16.0,9958.0
0.23828125,0.91796875,0.50390625,0.43359375,0.80859375,0.27734375,0.37109375,261.0,88.0,584.0,63.0,592.0,16.0,9958.0
0.23828125,0.91796875,0.50390625,0.43359375,0.16015625,0.71484375,0.37109375,250.0,17.0,530.0,25.0,579.0,9.0,9772.0
0.23828125,0.91796875,0.50390625,0.43359375,0.16015625,0.27734375,0.68359375,275.0,125.0,568.0,66.0,601.0,24.0,9995.0
0.23828125,0.48828125,0.02734375,0.96484375,0.80859375,0.71484375,0.68359375,292.0,135.0,586.0,72.0,581.0,31.0,9998.0
0.44140625,0.91796875,0.02734375,0.96484375,0.80859375,0.71484375,0.68359375,259.0,116.0,616.0,75.0,571.0,16.0,10000.0
0.44140625,0.48828125,0.50390625,0.96484375,0.80859375,0.71484375,0.68359375,250.0,17.0,530.0,25.0,579.0,9.0,9772.0
0.44140625,0.48828125,0.02734375,0.43359375,0.80859375,0.71484375,0.68359375,250.0,17.0,530.0,25.0,579.0,9.0,9772.0
0.44140625,0.48828125,0.02734375,0.96484375,0.16015625,0.71484375,0.68359375,250.0,17.0,530.0,25.0,579.0,9.0,9772.0
0.44140625,0.48828125,0.02734375,0.96484375,0.80859375,0.27734375,0.68359375,250.0,17.0,530.0,25.0,579.0,9.0,9772.0
0.44140625,0.48828125,0.02734375,0.96484375,0.80859375,0.71484375,0.37109375,259.0,116.0,616.0,75.0,571.0,16.0,10000.0
0.44140625,0.48828125,0.02734375,0.96484375,0.80859375,0.71484375,0.68359375,259.0,116.0,616.0,75.0,571.0,16.0,10000.0
0.17578125,0.10546875,0.06640625,0.24609375,0.59765625,0.46484375,0.55859375,275.0,81.0,589.0,53.0,553.0,15.0,9928.0
0.12890625,0.10546875,0.06640625,0.24609375,0.59765625,0.46484375,0.55859375,286.0,110.0,568.0,67.0,619.0,23.0,9976.0
0.17578125,0.17578125,0.06640625,0.24609375,0.59765625,0.46484375,0.55859375,266.0,130.0,596.0,76.0,574.0,21.0,9983.0
0.17578125,0.10546875,0.71484375,0.24609375,0.59765625,0.46484375,0.55859375,266.0,130.0,596.0,76.0,574.0,21.0,9983.0
0.17578125,0.10546875,0.06640625,0.90234375,0.59765625,0.46484375,0.55859375,266.0,130.0,596.0,76.0,574.0,21.0,9983.0
0.17578125,0.10546875,0.06640625,0.24609375,0.99609375,0.46484375,0.55859375,266.0,130.0,596.0,76.0,574.0,21.0,9983.0
0.17578125,0.10546875,0.06640625,0.24609375,0.59765625,0.90234375,0.55859375,266.0,130.0,596.0,76.0,574.0,21.0,9983.0
0.17578125,0.10546875,0.06640625,0.24609375,0.59765625,0.46484375,0.24609375,266.0,130.0,596.0,76.0,574.0,21.0,9983.0
0.17578125,0.17578125,0.71484375,0.90234375,0.99609375,0.90234375,0.24609375,261.0,88.0,584.0,63.0,592.0,16.0,9958.0
0.12890625,0.10546875,0.71484375,0.90234375,0.99609375,0.90234375,0.24609375,273.0,119.0,589.0,57.0,620.0,19.0,9977.0
0.12890625,0.17578125,0.06640625,0.90234375,0.99609375,0.90234375,0.24609375,282.0,103.0,595.0,68.0,553.0,12.0,9999.0
0.12890625,0.17578125,0.71484375,0.24609375,0.99609375,0.90234375,0.24609375,259.0,116.0,616.0,75.0,571.0,16.0,10000.0
0.12890625,0.17578125,0.71484375,0.90234375,0.59765625,0.90234375,0.24609375,264.0,111.0,582.0,67.0,600.0,26.0,9916.0
0.12890625,0.17578125,0.71484375,0.90234375,0.99609375,0.46484375,0.24609375,296.0,107.0,601.0,64.0,585.0,19.0,9980.0
0.12890625,0.17578125,0.71484375,0.90234375,0.99609375,0.90234375,0.55859375,259.0,116.0,616.0,75.0,571.0,16.0,10000.0
0.12890625,0.17578125,0.71484375,0.90234375,0.99609375,0.90234375,0.24609375,277.0,139.0,591.0,68.0,581.0,28.0,9999.0
0.67578125,0.60546875,0.56640625,0.74609375,0.09765625,0.96484375,0.05859375,275.0,81.0,589.0,53.0,553.0,15.0,9928.0
0.62890625,0.60546875,0.56640625,0.74609375,0.09765625,0.96484375,0.05859375,309.0,71.0,596.0,54.0,581.0,20.0,9916.0
0.67578125,0.67578125,0.56640625,0.74609375,0.09765625,0.96484375,0.05859375,264.0,111.0,582.0,67.0,600.0,26.0,9916.0
0.67578125,0.60546875,0.21484375,0.74609375,0.09765625,0.96484375,0.05859375,277.0,139.0,591.0,68.0,581.0,28.0,9999.0
0.67578125,0.60546875,0.56640625,0.40234375,0.09765625,0.96484375,0.05859375,264.0,111.0,582.0,67.0,600.0,26.0,9916.0
0.67578125,0.60546875,0.56640625,0.74609375,0.49609375,0.96484375,0.05859375,273.0,119.0,589.0,57.0,620.0,19.0,9977.0
0.67578125,0.60546875,0.56640625,0.74609375,0.09765625,0.40234375,0.05859375,275.0,125.0,568.0,66.0,601.0,24.0,9995.0
0.67578125,0.60546875,0.56640625,0.74609375,0.09765625,0.96484375,0.74609375,277.0,139.0,591.0,68.0,581.0,28.0,9999.0
0.67578125,0.67578125,0.21484375,0.40234375,0.49609375,0.40234375,0.74609375,292.0,135.0,586.0,72.0,581.0,31.0,9998.0
0.62890625,0.60546875,0.21484375,0.40234375,0.49609375,0.40234375,0.74609375,261.0,88.0,584.0,63.0,592.0,16.0,9958.0
0.62890625,0.67578125,0.56640625,0.40234375,0.49609375,0.40234375,0.74609375,275.0,81.0,589.0,53.0,553.0,15.0,9928.0
0.62890625,0.67578125,0.21484375,0.74609375,0.49609375,0.40234375,0.74609375,273.0,119.0,589.0,57.0,620.0,19.0,9977.0
0.62890625,0.67578125,0.21484375,0.40234375,0.09765625,0.40234375,0.74609375,300.0,108.0,598.0,66.0,577.0,25.0,9974.0
0.62890625,0.67578125,0.21484375,0.40234375,0.49609375,0.96484375,0.74609375,273.0,119.0,589.0,57.0,620.0,19.0,9977.0
0.62890625,0.67578125,0.21484375,0.40234375,0.49609375,0.40234375,0.05859375,296.0,107.0,601.0,64.0,585.0,19.0,9980.0
0.62890625,0.67578125,0.21484375,0.40234375,0.49609375,0.40234375,0.74609375,264.0,111.0,582.0,67.0,600.0,26.0,9916.0
0.92578125,0.35546875,0.31640625,0.49609375,0.34765625,0.71484375,0.80859375,232.0,80.0,560.0,56.0,601.0,31.0,9957.0
0.87890625,0.35546875,0.31640625,0.49609375,0.34765625,0.71484375,0.80859375,232.0,80.0,560.0,56.0,601.0,31.0,9957.0
0.92578125,0.92578125,0.31640625,0.49609375,0.34765625,0.71484375,0.80859375,296.0,107.0,601.0,64.0,585.0,19.0,9980.0
0.92578125,0.35546875,0.46484375,0.49609375,0.34765625,0.71484375,0.80859375,296.0,107.0,601.0,64.0,585.0,19.0,9980.0
0.92578125,0.35546875,0.31640625,0.15234375,0.34765625,0.71484375,0.80859375,296.0,107.0,601.0,64.0,585.0,19.0,9980.0
0.92578125,0.35546875,0.31640625,0.49609375,0.24609375,0.71484375,0.80859375,296.0,107.0,601.0,64.0,585.0,19.0,9980.0
0.92578125,0.35546875,0.31640625,0.49609375,0.34765625,0.65234375,0.80859375,264.0,111.0,582.0,67.0,600.0,26.0,9916.0
0.92578125,0.35546875,0.31640625,0.49609375,0.34765625,0.71484375,0.49609375,264.0,111.0,582.0,67.0,600.0,26.0,9916.0
0.92578125,0.92578125,0.46484375,0.15234375,0.24609375,0.65234375,0.49609375,264.0,111.0,582.0,67.0,600.0,26.0,9916.0
0.87890625,0.35546875,0.46484375,0.15234375,0.24609375,0.65234375,0.49609375,264.0,111.0,582.0,67.0,600.0,26.0,9916.0
0.87890625,0.92578125,0.31640625,0.15234375,0.24609375,0.65234375,0.49609375,282.0,103.0,595.0,68.0,553.0,12.0,9999.0
0.87890625,0.92578125,0.46484375,0.49609375,0.24609375,0.65234375,0.49609375,273.0,119.0,589.0,57.0,620.0,19.0,9977.0
0.87890625,0.92578125,0.46484375,0.15234375,0.34765625,0.65234375,0.49609375,300.0,108.0,598.0,66.0,577.0,25.0,9974.0
0.87890625,0.92578125,0.46484375,0.15234375,0.24609375,0.71484375,0.49609375,282.0,103.0,595.0,68.0,553.0,12.0,9999.0
0.87890625,0.92578125,0.46484375,0.15234375,0.24609375,0.65234375,0.80859375,282.0,103.0,595.0,68.0,553.0,12.0,9999.0
0.87890625,0.92578125,0.46484375,0.15234375,0.24609375,0.65234375,0.49609375,264.0,111.0,582.0,67.0,600.0,26.0,9916.0
0.42578125,0.85546875,0.81640625,0.99609375,0.84765625,0.21484375,0.30859375,273.0,119.0,589.0,57.0,620.0,19.0,9977.0
0.37890625,0.85546875,0.81640625,0.99609375,0.84765625,0.21484375,0.30859375,309.0,71.0,596.0,54.0,581.0,20.0,9916.0
0.42578125,0.42578125,0.81640625,0.99609375,0.84765625,0.21484375,0.30859375,300.0,108.0,598.0,66.0,577.0,25.0,9974.0
0.42578125,0.85546875,0.96484375,0.99609375,0.84765625,0.21484375,0.30859375,232.0,80.0,560.0,56.0,601.0,31.0,9957.0
0.42578125,0.85546875,0.81640625,0.65234375,0.84765625,0.21484375,0.30859375,309.0,71.0,596.0,54.0,581.0,20.0,9916.0
0.42578125,0.85546875,0.81640625,0.99609375,0.74609375,0.21484375,0.30859375,292.0,135.0,586.0,72.0,581.0,31.0,9998.0
0.42578125,0.85546875,0.81640625,0.99609375,0.84765625,0.15234375,0.30859375,273.0,119.0,589.0,57.0,620.0,19.0,9977.0
0.42578125,0.85546875,0.81640625,0.99609375,0.84765625,0.21484375,0.99609375,296.0,107.0,601.0,64.0,585.0,19.0,9980.0
0.42578125,0.42578125,0.96484375,0.65234375,0.74609375,0.15234375,0.99609375,277.0,139.0,591.0,68.0,581.0,28.0,9999.0
0.37890625,0.85546875,0.96484375,0.65234375,0.74609375,0.15234375,0.99609375,264.0,111.0,582.0,67.0,600.0,26.0,9916.0
0.37890625,0.42578125,0.81640625,0.65234375,0.74609375,0.15234375,0.99609375,250.0,17.0,530.0,25.0,579.0,9.0,9772.0
0.37890625,0.42578125,0.96484375,0.99609375,0.74609375,0.15234375,0.99609375,250.0,17.0,530.0,25.0,579.0,9.0,9772.0
0.37890625,0.42578125,0.96484375,0.65234375,0.84765625,0.15234375,0.99609375,309.0,71.0,596.0,54.0,581.0,20.0,9916.0
0.37890625,0.42578125,0.96484375,0.65234375,0.74609375,0.21484375,0.99609375,300.0,108.0,598.0,66.0,577.0,25.0,9974.0
0.37890625,0.42578125,0.96484375,0.65234375,0.74609375,0.15234375,0.30859375,300.0,108.0,598.0,66.0,577.0,25.0,9974.0
0.37890625,0.42578125,0.96484375,0.65234375,0.74609375,0.15234375,0.99609375,286.0,110.0,568.0,67.0,619.0,23.0,9976.0
0.30078125,0.48046875,0.69140625,0.87109375,0.97265625,0.33984375,0.93359375,300.0,108.0,598.0,66.0,577.0,25.0,9974.0
0.75390625,0.48046875,0.69140625,0.87109375,0.97265625,0.33984375,0.93359375,292.0,135.0,586.0,72.0,581.0,31.0,9998.0
0.30078125,0.80078125,0.69140625,0.87109375,0.97265625,0.33984375,0.93359375,261.0,88.0,584.0,63.0,592.0,16.0,9958.0
0.30078125,0.48046875,0.08984375,0.87109375,0.97265625,0.33984375,0.93359375,275.0,81.0,589.0,53.0,553.0,15.0,9928.0
0.30078125,0.48046875,0.69140625,0.02734375,0.97265625,0.33984375,0.93359375,232.0,80.0,560.0,56.0,601.0,31.0,9957.0
0.30078125,0.48046875,0.69140625,0.87109375,0.62109375,0.33984375,0.93359375,292.0,135.0,586.0,72.0,581.0,31.0,9998.0
0.30078125,0.48046875,0.69140625,0.87109375,0.97265625,0.52734375,0.93359375,259.0,116.0,616.0,75.0,571.0,16.0,10000.0
0.30078125,0.48046875,0.69140625,0.87109375,0.97265625,0.33984375,0.62109375,309.0,71.0,596.0,54.0,581.0,20.0,9916.0
0.30078125,0.80078125,0.08984375,0.02734375,0.62109375,0.52734375,0.62109375,232.0,80.0,560.0,56.0,601.0,31.0,9957.0
0.75390625,0.48046875,0.08984375,0.02734375,0.62109375,0.52734375,0.62109375,309.0,71.0,596.0,54.0,581.0,20.0,9916.0
0.75390625,0.80078125,0.69140625,0.02734375,0.62109375,0.52734375,0.62109375,286.0,110.0,568.0,67.0,619.0,23.0,9976.0
0.75390625,0.80078125,0.08984375,0.87109375,0.62109375,0.52734375,0.62109375,266.0,130.0,596.0,76.0,574.0,21.0,9983.0
0.75390625,0.80078125,0.08984375,0.02734375,0.97265625,0.52734375,0.62109375,261.0,88.0,584.0,63.0,592.0,16.0,9958.0
0.75390625,0.80078125,0.08984375,0.02734375,0.62109375,0.33984375,0.62109375,275.0,81.0,589.0,53.0,553.0,15.0,9928.0
0.75390625,0.80078125,0.08984375,0.02734375,0.62109375,0.52734375,0.93359375,275.0,125.0,568.0,66.0,601.0,24.0,9995.0
0.75390625,0.80078125,0.08984375,0.02734375,0.62109375,0.52734375,0.62109375,300.0,108.0,598.0,66.0,577.0,25.0,9974.0
0.80078125,0.98046875,0.19140625,0.37109375,0.47265625,0.83984375,0.43359375,300.0,108.0,598.0,66.0,577.0,25.0,9974.0
0.25390625,0.98046875,0.19140625,0.37109375,0.47265625,0.83984375,0.43359375,309.0,71.0,596.0,54.0,581.0,20.0,9916.0
0.80078125,0.30078125,0.19140625,0.37109375,0.47265625,0.83984375,0.43359375,266.0,130.0,596.0,76.0,574.0,21.0,9983.0
0.80078125,0.98046875,0.58984375,0.37109375,0.47265625,0.83984375,0.43359375,266.0,130.0,596.0,76.0,574.0,21.0,9983.0
0.80078125,0.98046875,0.19140625,0.52734375,0.47265625,0.83984375,0.43359375,266.0,130.0,596.0,76.0,574.0,21.0,9983.0
0.80078125,0.98046875,0.19140625,0.37109375,0.12109375,0.83984375,0.43359375,266.0,130.0,596.0,76.0,574.0,21.0,9983.0
0.80078125,0.98046875,0.19140625,0.37109375,0.47265625,0.02734375,0.43359375,275.0,125.0,568.0,66.0,601.0,24.0,9995.0
0.80078125,0.98046875,0.19140625,0.37109375,0.47265625,0.83984375,0.12109375,275.0,125.0,568.0,66.0,601.0,24.0,9995.0
0.80078125,0.30078125,0.58984375,0.52734375,0.12109375,0.02734375,0.12109375,275.0,125.0,568.0,66.0,601.0,24.0,9995.0
0.25390625,0.98046875,0.58984375,0.52734375,0.12109375,0.02734375,0.12109375,259.0,116.0,616.0,75.0,571.0,16.0,10000.0
0.25390625,0.30078125,0.19140625,0.52734375,0.12109375,0.02734375,0.12109375,286.0,110.0,568.0,67.0,619.0,23.0,9976.0
0.25390625,0.30078125,0.58984375,0.37109375,0.12109375,0.02734375,0.12109375,286.0,110.0,568.0,67.0,619.0,23.0,9976.0
0.25390625,0.30078125,0.58984375,0.52734375,0.47265625,0.02734375,0.12109375,286.0,110.0,568.0,67.0,619.0,23.0,9976.0
0.25390625,0.30078125,0.58984375,0.52734375,0.12109375,0.83984375,0.12109375,261.0,88.0,584.0,63.0,592.0,16.0,9958.0
0.25390625,0.30078125,0.58984375,0.52734375,0.12109375,0.02734375,0.43359375,273.0,119.0,589.0,57.0,620.0,19.0,9977.0
0.25390625,0.30078125,0.58984375,0.52734375,0.12109375,0.02734375,0.12109375,266.0,130.0,596.0,76.0,574.0,21.0,9983.0
0.55078125,0.23046875,0.94140625,0.62109375,0.22265625,0.58984375,0.68359375,309.0,71.0,596.0,54.0,581.0,20.0,9916.0
0.00390625,0.23046875,0.94140625,0.62109375,0.22265625,0.58984375,0.68359375,292.0,135.0,586.0,72.0,581.0,31.0,9998.0
0.55078125,0.05078125,0.94140625,0.62109375,0.22265625,0.58984375,0.68359375,261.0,88.0,584.0,63.0,592.0,16.0,9958.0
0.55078125,0.23046875,0.83984375,0.62109375,0.22265625,0.58984375,0.68359375,261.0,88.0,584.0,63.0,592.0,16.0,9958.0
0.55078125,0.23046875,0.94140625,0.77734375,0.22265625,0.58984375,0.68359375,275.0,125.0,568.0,66.0,601.0,24.0,9995.0
0.55078125,0.23046875,0.94140625,0.62109375,0.37109375,0.58984375,0.68359375,275.0,125.0,568.0,66.0,601.0,24.0,9995.0
0.55078125,0.23046875,0.94140625,0.62109375,0.22265625,0.77734375,0.68359375,282.0,103.0,595.0,68.0,553.0,12.0,9999.0
0.55078125,0.23046875,0.94140625,0.62109375,0.22265625,0.58984375,0.87109375,282.0,103.0,595.0,68.0,553.0,12.0,9999.0
0.55078125,0.05078125,0.83984375,0.77734375,0.37109375,0.77734375,0.87109375,282.0,103.0,595.0,68.0,553.0,12.0,9999.0
0.00390625,0.23046875,0.83984375,0.77734375,0.37109375,0.77734375,0.87109375,273.0,119.0,589.0,57.0,620.0,19.0,9977.0
0.00390625,0.05078125,0.94140625,0.77734375,0.37109375,0.77734375,0.87109375,309.0,71.0,596.0,54.0,581.0,20.0,9916.0
0.00390625,0.05078125,0.83984375,0.62109375,0.37109375,0.77734375,0.87109375,286.0,110.0,568.0,67.0,619.0,23.0,9976.0
0.00390625,0.05078125,0.83984375,0.77734375,0.22265625,0.77734375,0.87109375,296.0,107.0,601.0,64.0,585.0,19.0,9980.0
0.00390625,0.05078125,0.83984375,0.77734375,0.37109375,0.58984375,0.87109375,275.0,125.0,568.0,66.0,601.0,24.0,9995.0
0.00390625,0.05078125,0.83984375,0.77734375,0.37109375,0.77734375,0.68359375,264.0,111.0,582.0,67.0,600.0,26.0,9916.0
0.00390625,0.05078125,0.83984375,0.77734375,0.37109375,0.77734375,0.87109375,300.0,108.0,598.0,66.0,577.0,25.0,9974.0
0.05078125,0.73046875,0.44140625,0.12109375,0.72265625,0.08984375,0.18359375,282.0,103.0,595.0,68.0,553.0,12.0,9999.0
0.50390625,0.73046875,0.44140625,0.12109375,0.72265625,0.08984375,0.18359375,275.0,125.0,568.0,66.0,601.0,24.0,9995.0
0.05078125,0.55078125,0.44140625,0.12109375,0.72265625,0.08984375,0.18359375,282.0,103.0,595.0,68.0,553.0,12.0,9999.0
0.05078125,0.73046875,0.33984375,0.12109375,0.72265625,0.08984375,0.18359375,273.0,119.0,589.0,57.0,620.0,19.0,9977.0
0.05078125,0.73046875,0.44140625,0.27734375,0.72265625,0.08984375,0.18359375,232.0,80.0,560.0,56.0,601.0,31.0,9957.0
0.05078125,0.73046875,0.44140625,0.12109375,0.87109375,0.08984375,0.18359375,286.0,110.0,568.0,67.0,619.0,23.0,9976.0
0.05078125,0.73046875,0.44140625,0.12109375,0.72265625,0.27734375,0.18359375,232.0,80.0,560.0,56.0,601.0,31.0,9957.0
0.05078125,0.73046875,0.44140625,0.12109375,0.72265625,0.08984375,0.37109375,232.0,80.0,560.0,56.0,601.0,31.0,9957.0
0.05078125,0.55078125,0.33984375,0.27734375,0.87109375,0.27734375,0.37109375,232.0,80.0,560.0,56.0,601.0,31.0,9957.0
0.50390625,0.73046875,0.33984375,0.27734375,0.87109375,0.27734375,0.37109375,292.0,135.0,586.0,72.0,581.0,31.0,9998.0
0.50390625,0.55078125,0.44140625,0.27734375,0.87109375,0.27734375,0.37109375,250.0,17.0,530.0,25.0,579.0,9.0,9772.0
0.50390625,0.55078125,0.33984375,0.12109375,0.87109375,0.27734375,0.37109375,261.0,88.0,584.0,63.0,592.0,16.0,9958.0
0.50390625,0.55078125,0.33984375,0.27734375,0.72265625,0.27734375,0.37109375,296.0,107.0,601.0,64.0,585.0,19.0,9980.0
0.50390625,0.55078125,0.33984375,0.27734375,0.87109375,0.08984375,0.37109375,275.0,81.0,589.0,53.0,553.0,15.0,9928.0
0.50390625,0.55078125,0.33984375,0.27734375,0.87109375,0.27734375,0.18359375,232.0,80.0,560.0,56.0,601.0,31.0,9957.0
0.50390625,0.55078125,0.33984375,0.27734375,0.87109375,0.27734375,0.37109375,282.0,103.0,595.0,68.0,553.0,12.0,9999.0
0.03515625,0.46484375,0.17578125,0.41796875,0.39453125,0.19921875,0.73046875,250.0,17.0,530.0,25.0,579.0,9.0,9772.0
0.64453125,0.46484375,0.17578125,0.41796875,0.39453125,0.19921875,0.73046875,275.0,81.0,589.0,53.0,553.0,15.0,9928.0
0.03515625,0.34765625,0.17578125,0.41796875,0.39453125,0.19921875,0.73046875,250.0,17.0,530.0,25.0,579.0,9.0,9772.0
0.03515625,0.46484375,0.76171875,0.41796875,0.39453125,0.19921875,0.73046875,275.0,125.0,568.0,66.0,601.0,24.0,9995.0
0.03515625,0.46484375,0.17578125,0.16796875,0.39453125,0.19921875,0.73046875,266.0,130.0,596.0,76.0,574.0,21.0,9983.0
0.03515625,0.46484375,0.17578125,0.41796875,0.44921875,0.19921875,0.73046875,300.0,108.0,598.0,66.0,577.0,25.0,9974.0
0.03515625,0.46484375,0.17578125,0.41796875,0.39453125,0.79296875,0.73046875,232.0,80.0,560.0,56.0,601.0,31.0,9957.0
0.03515625,0.46484375,0.17578125,0.41796875,0.39453125,0.19921875,0.60546875,232.0,80.0,560.0,56.0,601.0,31.0,9957.0
0.03515625,0.34765625,0.76171875,0.16796875,0.44921875,0.79296875,0.60546875,264.0,111.0,582.0,67.0,600.0,26.0,9916.0
0.64453125,0.46484375,0.76171875,0.16796875,0.44921875,0.79296875,0.60546875,286.0,110.0,568.0,67.0,619.0,23.0,9976.0
0.64453125,0.34765625,0.17578125,0.16796875,0.44921875,0.79296875,0.60546875,309.0,71.0,596.0,54.0,581.0,20.0,9916.0
0.64453125,0.34765625,0.76171875,0.41796875,0.44921875,0.79296875,0.60546875,259.0,116.0,616.0,75.0,571.0,16.0,10000.0
0.64453125,0.34765625,0.76171875,0.16796875,0.39453125,0.79296875,0.60546875,259.0,116.0,616.0,75.0,571.0,16.0,10000.0
0.64453125,0.34765625,0.76171875,0.16796875,0.44921875,0.19921875,0.60546875,300.0,108.0,598.0,66.0,577.0,25.0,9974.0
0.64453125,0.34765625,0.76171875,0.16796875,0.44921875,0.79296875,0.73046875,300.0,108.0,598.0,66.0,577.0,25.0,9974.0
0.64453125,0.34765625,0.76171875,0.16796875,0.44921875,0.79296875,0.60546875,300.0,108.0,598.0,66.0,577.0,25.0,9974.0
0.53515625,0.96484375,0.67578125,0.91796875,0.89453125,0.69921875,0.23046875,300.0,108.0,598.0,66.0,577.0,25.0,9974.0
0.14453125,0.96484375,0.67578125,0.91796875,0.89453125,0.69921875,0.23046875,300.0,108.0,598.0,66.0,577.0,25.0,9974.0
0.53515625,0.84765625,0.67578125,0.91796875,0.89453125,0.69921875,0.23046875,300.0,108.0,598.0,66.0,577.0,25.0,9974.0
0.53515625,0.96484375,0.26171875,0.91796875,0.89453125,0.69921875,0.23046875,300.0,108.0,598.0,66.0,577.0,25.0,9974.0
0.53515625,0.96484375,0.67578125,0.66796875,0.89453125,0.69921875,0.23046875,309.0,71.0,596.0,54.0,581.0,20.0,9916.0
0.53515625,0.96484375,0.67578125,0.91796875,0.94921875,0.69921875,0.23046875,282.0,103.0,595.0,68.0,553.0,12.0,9999.0
0.53515625,0.96484375,0.67578125,0.91796875,0.89453125,0.29296875,0.23046875,292.0,135.0,586.0,72.0,581.0,31.0,9998.0
0.53515625,0.96484375,0.67578125,0.91796875,0.89453125,0.69921875,0.10546875,275.0,125.0,568.0,66.0,601.0,24.0,9995.0
0.53515625,0.84765625,0.26171875,0.66796875,0.94921875,0.29296875,0.10546875,282.0,103.0,595.0,68.0,553.0,12.0,9999.0
0.14453125,0.96484375,0.26171875,0.66796875,0.94921875,0.29296875,0.10546875,277.0,139.0,591.0,68.0,581.0,28.0,9999.0
0.14453125,0.84765625,0.67578125,0.66796875,0.94921875,0.29296875,0.10546875,292.0,135.0,586.0,72.0,581.0,31.0,9998.0
0.14453125,0.84765625,0.26171875,0.91796875,0.94921875,0.29296875,0.10546875,309.0,71.0,596.0,54.0,581.0,20.0,9916.0
