,Low Income Solar House,Low Income Solar Apartment,Mid Income Solar House,Mid Income Solar Apartment,High Income Solar House,High Income Solar Apartment,Total Solar Panels,Global Adoption Rate,Clustering Score,Moran's I,Between-Class Gini
51,54,2,198,3,152,0,409,0.0409,0.0949286790362585,0.007588707188507088,0.2755384198354223
52,57,2,202,3,158,0,422,0.0422,0.09694396572358657,0.010440936031064791,0.2761577473443804
53,58,2,205,3,164,0,432,0.0432,0.09725261878039655,0.010001359502366634,0.2805554371669257
54,59,2,207,3,167,0,438,0.0438,0.10008977577470728,0.012562721353379646,0.28159751686080065
55,61,2,211,4,172,0,450,0.045,0.10745863395863395,0.01763306216090418,0.2819329980533782
56,63,2,216,4,173,0,458,0.0458,0.11053068110928373,0.020735240616918647,0.2775873603633691
57,64,2,219,4,175,0,464,0.0464,0.11082810867293626,0.02186021295037354,0.2769924676243991
58,65,2,222,4,180,0,473,0.0473,0.1125072073803575,0.02017025349645899,0.2798443183112604
59,66,2,228,4,183,0,483,0.0483,0.11254156471547776,0.02050407088122607,0.2790305682984158
60,67,2,236,4,189,0,498,0.0498,0.11293594290582241,0.017780283961513734,0.28064171621834877
61,67,2,239,5,192,0,505,0.0505,0.11959774548883459,0.02411522423760134,0.282126067344514
62,67,2,247,5,199,0,520,0.052,0.12721923909423907,0.027325129375164542,0.28598750485994834
63,71,2,254,5,202,0,534,0.0534,0.13207009906448108,0.03049407429405012,0.2806506778887612
64,73,2,257,5,208,0,545,0.0545,0.13218733865522858,0.029286439314097266,0.2827155440508853
65,73,2,261,5,211,0,552,0.0552,0.13113216795282012,0.027923552500401436,0.2840447140152575
66,73,2,270,5,214,0,564,0.0564,0.13422695803014953,0.029041128568041,0.28340874077771155
67,74,2,275,5,216,0,572,0.0572,0.13362407794225975,0.03024568439921918,0.2821096854172073
68,74,2,278,5,218,0,577,0.0577,0.1350688181417348,0.031994879784304445,0.282840276564665
69,74,2,280,5,220,0,581,0.0581,0.13582244862417275,0.03210726526773007,0.2839308596217844
70,74,2,287,5,226,0,594,0.0594,0.1369971699651295,0.03221568022718453,0.2867390681969373
71,74,2,291,5,232,0,604,0.0604,0.14052494860952572,0.032876266042412165,0.29051511694106447
72,75,2,297,5,233,0,612,0.0612,0.14296046742855253,0.033025601880477255,0.28800384419492014
73,75,2,299,5,235,0,616,0.0616,0.14274510494022688,0.033945306619277464,0.28899462534297077
74,79,2,303,5,238,0,627,0.0627,0.14310207896469876,0.03347237112481014,0.28544830648351915
75,82,2,307,5,244,0,640,0.064,0.14583202400103806,0.032593645442795846,0.28564358180320193
76,82,2,310,5,246,0,645,0.0645,0.14664263014418294,0.034073293635105084,0.2862679735556073
77,82,2,313,5,250,0,652,0.0652,0.14762599152000072,0.03512498899552413,0.2884950246470434
78,83,2,314,5,252,0,656,0.0656,0.15056669793311014,0.03674621402384587,0.28864889031299706
79,84,2,317,5,253,0,661,0.0661,0.1522350839396294,0.03814434468052667,0.2873435943094032
80,86,2,317,5,253,0,663,0.0663,0.1530483573157289,0.039470027788805075,0.285153185689611
81,88,2,319,5,256,0,670,0.067,0.15291680997959026,0.03884803029199736,0.2847089351431138
82,89,2,320,5,261,0,677,0.0677,0.15300694538860218,0.03901248801432819,0.28722141854085237
83,89,3,325,5,265,0,687,0.0687,0.1561273032118513,0.04106321741237047,0.28763131165224776
84,90,3,330,5,267,0,695,0.0695,0.155576364077805,0.0402116901171997,0.2865219712243614
