Low Income Solar House,Low Income Solar Apartment,Mid Income Solar House,Mid Income Solar Apartment,High Income Solar House,High Income Solar Apartment,Total Solar Panels,Global Adoption Rate,Clustering Score,Moran's I,Between-Class Gini
41,6,197,4,142,1,391,0.0391,0.09847202385565557,0.02417778509855597,0.2796108568086222
43,6,203,5,142,1,400,0.04,0.09967306998556998,0.02366452879574121,0.27216793778028725
44,6,207,5,147,1,410,0.041,0.10752076514271636,0.026722470383073724,0.2751048965274581
44,7,213,5,150,1,420,0.042,0.1099210643853501,0.027568838878220727,0.27426625685755335
45,7,217,5,154,1,429,0.0429,0.1096962801508256,0.028139278111184534,0.27573572303043203
46,7,220,5,158,1,437,0.0437,0.11005271743258013,0.030050842840085974,0.27763053943459387
46,7,221,5,163,1,443,0.0443,0.10969082961182285,0.02997445795693478,0.2832770206452964
47,7,224,5,165,1,449,0.0449,0.11167979508736747,0.03218688564875492,0.28258510563661554
47,7,226,5,166,1,452,0.0452,0.11241348376304129,0.032701298050330854,0.28281108201193544
48,7,227,5,168,1,456,0.0456,0.11313479405584669,0.03412135850285725,0.2830882107174726
48,7,230,5,170,1,461,0.0461,0.1133538671499626,0.033054966419229406,0.283995766596336
48,7,235,5,171,1,467,0.0467,0.11375331782184031,0.034005370299755665,0.2828034778101795
49,7,241,5,176,1,479,0.0479,0.11172365676541042,0.03255979168257016,0.28415669658769627
49,7,246,5,177,1,485,0.0485,0.11195662870920603,0.03131297624392557,0.2830059831518934
50,7,246,5,180,1,489,0.0489,0.11407422956502711,0.03261356708993613,0.284802033178003
52,7,248,5,182,1,495,0.0495,0.11353326247265641,0.03242168401565709,0.28312429771992614
54,7,252,5,185,1,504,0.0504,0.11385612843946177,0.03367447327261876,0.28169494342865126
55,7,256,5,186,1,510,0.051,0.11823559882383411,0.03446974684602363,0.27962209595374193
58,7,258,5,192,1,521,0.0521,0.12004873991438292,0.03519775733392447,0.2808412381942122
60,7,261,5,193,1,527,0.0527,0.12268786452847175,0.035924602428556274,0.2778752025534197
62,7,264,5,197,1,536,0.0536,0.12445243396735935,0.035991250745675094,0.2780285860125609
63,7,268,5,199,1,543,0.0543,0.12434621854511357,0.03741039629331203,0.2771190965883587
65,7,271,5,200,1,549,0.0549,0.12471766242258046,0.036155196084010806,0.2743038814477578
65,7,274,5,202,1,554,0.0554,0.12359205175089652,0.035122265098734895,0.2751422052505846
65,8,279,5,205,1,563,0.0563,0.12418829936591926,0.03513744109306178,0.2748946631648675
67,8,283,5,207,1,571,0.0571,0.12589886276401163,0.03534206086438078,0.2727953080559377
69,8,290,5,209,1,582,0.0582,0.12901556728876315,0.040297503370869264,0.2696720129969766
71,8,295,5,212,1,592,0.0592,0.12979233135483134,0.04012559429656644,0.26829704087182843
72,8,298,5,218,1,602,0.0602,0.1308676050785685,0.040659702004015565,0.27163437324376005
74,8,300,5,220,1,608,0.0608,0.1317025582239398,0.041129546527612124,0.2703905239546189
76,8,307,5,223,1,620,0.062,0.13260457732231926,0.04033074968357429,0.2683943251514034
77,8,310,5,225,1,626,0.0626,0.13344071175540825,0.03992425892316999,0.2680354622166747
78,8,318,5,228,1,638,0.0638,0.13585945141587774,0.03994258907795201,0.26694016321027103
78,8,321,5,232,1,645,0.0645,0.13724584201328385,0.04175512797126135,0.2694605698901653
79,8,321,5,237,1,651,0.0651,0.14179247531782094,0.04454685314685317,0.27262484915198354
79,8,326,5,245,1,664,0.0664,0.1444458737380424,0.04512809093824727,0.27767317466886593
79,8,332,5,251,1,676,0.0676,0.14729172044260802,0.04742967010726574,0.2805945381619033
81,9,333,5,253,1,682,0.0682,0.14746217451496044,0.04616741586611666,0.2786671941569267
82,9,336,5,256,1,689,0.0689,0.1504995689683643,0.04546829348819119,0.27904085949308116
82,9,342,5,260,1,699,0.0699,0.15076605559438178,0.04490588104247081,0.28029499838937993
84,9,343,5,260,1,702,0.0702,0.1501217562114998,0.04428639081048188,0.2779226993492296
85,9,349,5,267,1,716,0.0716,0.15058049104836813,0.04365711015327383,0.2804207687832747
87,9,354,5,269,1,725,0.0725,0.1536011995667168,0.0425619587647191,0.27842295069118955
