Low Income Solar House,Low Income Solar Apartment,Mid Income Solar House,Mid Income Solar Apartment,High Income Solar House,High Income Solar Apartment,Total Solar Panels,Global Adoption Rate,Clustering Score,Moran's I,Between-Class Gini
185,11,514,11,411,3,1135,0.1135,0.2162836697068146,0.07168418801653263,0.2519781882207033
186,11,520,11,417,3,1148,0.1148,0.2197669118848158,0.07468816589562904,0.25338222137387617
186,11,521,12,423,3,1156,0.1156,0.222608532452418,0.0749001914137271,0.2560421407414273
188,12,526,12,426,3,1167,0.1167,0.22480379490688768,0.07587743361804146,0.2548527421067284
189,12,527,12,430,3,1173,0.1173,0.225458036740088,0.0755558812713484,0.2560443356445646
189,12,528,12,433,3,1177,0.1177,0.22686496968864941,0.07657604895798953,0.2573377868983811
191,12,530,12,437,3,1185,0.1185,0.22901776499492235,0.07628853241229108,0.2577368313346044
191,13,533,12,440,3,1192,0.1192,0.23015054518418687,0.0771193497145149,0.2580803178428934
191,13,538,13,445,3,1203,0.1203,0.23245777833277834,0.07982730438153252,0.25946014975415926
191,13,541,13,446,3,1207,0.1207,0.2325734066597854,0.07988893598424611,0.2594358818809823
193,13,542,13,454,3,1218,0.1218,0.23302937802937804,0.08071638032775069,0.26183193493409734
194,14,545,13,457,3,1226,0.1226,0.23529648329321265,0.08102261736566689,0.26156222620770214
196,14,546,13,458,3,1230,0.123,0.23546990001757725,0.08106960282658407,0.26070403115770785
196,14,547,13,459,3,1232,0.1232,0.23549354542031514,0.08153842182034106,0.26100054064850803
196,14,550,13,462,3,1238,0.1238,0.2365996239478021,0.08204558428776011,0.2618838724147256
198,15,557,13,463,3,1249,0.1249,0.2383361488698567,0.08075678872829885,0.2595038480559162
199,15,561,13,466,3,1257,0.1257,0.23856561876896806,0.08001875792141955,0.25966087413491473
202,15,564,14,468,3,1266,0.1266,0.23990015658661737,0.07987713836427236,0.2582471865519323
204,15,568,14,475,3,1279,0.1279,0.24318204000805882,0.08234284394773854,0.25963484969192113
205,15,576,14,483,3,1296,0.1296,0.24730591870963098,0.08333060652162237,0.2613577437031642
207,15,576,14,489,3,1304,0.1304,0.25157928372763116,0.08709331398443186,0.262862577033464
207,15,578,14,491,3,1308,0.1308,0.25276773885969284,0.0875097898995288,0.26341309785052697
207,15,579,14,493,3,1311,0.1311,0.25313273203181463,0.08729249506241776,0.26411380596826256
208,15,580,14,497,3,1317,0.1317,0.25404682902778863,0.08769747315997878,0.26511839634692597
210,15,581,14,499,3,1322,0.1322,0.2561899574039179,0.08830845698859896,0.26473388199681125
212,15,586,14,500,3,1330,0.133,0.257124325732923,0.08910544156996487,0.263324880522398
214,15,587,16,504,3,1339,0.1339,0.2576666300823604,0.08925350970805515,0.26348774082110243
217,15,589,16,505,3,1345,0.1345,0.2578231942885187,0.08838947697756978,0.2620216954432566
219,15,594,16,507,3,1354,0.1354,0.2597686881020214,0.08893575680349733,0.26106523438356904
220,15,598,16,510,3,1362,0.1362,0.25966850405362923,0.08805669371373666,0.2612006722267326
220,15,601,16,513,3,1368,0.1368,0.2610777032514569,0.0884134696271028,0.26199832524897565
223,15,603,16,514,3,1374,0.1374,0.26163601200097547,0.08916788387020413,0.26056759432631144
223,15,609,16,518,3,1384,0.1384,0.263516841451624,0.08954690854474497,0.2613352983331856
223,15,616,16,520,3,1393,0.1393,0.2638172282880706,0.08924513194914305,0.2611398413661399
223,16,619,16,524,3,1401,0.1401,0.2660182416803748,0.08994372644697038,0.26181615978622313
223,17,622,16,525,3,1406,0.1406,0.2672894331061236,0.09107375139160942,0.26128464015167535
223,17,623,16,528,3,1410,0.141,0.26963164068427226,0.09306526143932162,0.26234184930156107
224,17,626,16,535,3,1421,0.1421,0.2712676173508919,0.09309227568250923,0.2641853901774742
225,17,633,16,538,3,1432,0.1432,0.27445474790537816,0.09543223271311602,0.26387379486180357
225,17,638,16,541,3,1440,0.144,0.27455778928775443,0.09449639393114352,0.2643392430822081
225,17,643,16,546,3,1450,0.145,0.2768781151566619,0.09565720061335471,0.2655690678787166
226,17,645,16,550,3,1457,0.1457,0.2773287442967195,0.09583726397939167,0.26633099172643176
227,17,648,16,552,3,1463,0.1463,0.27868899790196083,0.09729446150047981,0.2661874094954702
227,17,650,16,557,3,1470,0.147,0.279572606953153,0.09745750137260611,0.2677995173119904
227,18,654,16,558,3,1476,0.1476,0.2814933263352706,0.0982074579727172,0.26713821109861957
227,18,658,16,561,3,1483,0.1483,0.2822838781651366,0.09791627053076743,0.26770932274720877
227,18,659,16,563,3,1486,0.1486,0.28267988201310285,0.09765342340291358,0.26831630379353016
227,18,663,16,568,4,1496,0.1496,0.2838338267664223,0.09890149698205224,0.26998246091167283
227,18,664,16,569,4,1498,0.1498,0.28345360730658786,0.09848092195668862,0.2702118793997574
227,18,667,17,572,4,1505,0.1505,0.2842832047582048,0.09810958557172214,0.2707590875895205
229,18,673,17,574,4,1515,0.1515,0.2847612753324674,0.09821176212362852,0.26972387336815845
230,18,678,17,577,4,1524,0.1524,0.285954785650309,0.09814735818726984,0.2696643409673977
230,18,680,17,579,4,1528,0.1528,0.28619855467360394,0.0972992944317315,0.27011533387979786
231,18,681,17,584,4,1535,0.1535,0.2883659813316676,0.09875132210694058,0.2713054611379751
232,18,682,17,589,4,1542,0.1542,0.28866273699552814,0.09799834424749128,0.27248256608806054
232,19,684,17,590,4,1546,0.1546,0.2897250444054468,0.09824472441509575,0.2721053949156973
234,19,685,17,593,4,1552,0.1552,0.2921566214795045,0.09914706868589816,0.2721077598571154
235,19,686,18,594,4,1556,0.1556,0.2918688044171603,0.09902389034855973,0.27173391881036696
237,20,688,18,597,4,1564,0.1564,0.2931224183390422,0.09986216177412847,0.27114963438386513
238,20,690,18,603,4,1573,0.1573,0.29403964556325757,0.10011004338260707,0.2725198629100918
239,20,695,18,605,4,1581,0.1581,0.2952815834958692,0.10091046822869612,0.2721025353665971
241,20,698,18,606,4,1587,0.1587,0.2958828059634511,0.10106264663652724,0.2711560689570837
241,20,702,18,610,4,1595,0.1595,0.29607841550100833,0.10007875390025817,0.27201031603386355
242,20,703,18,613,4,1600,0.16,0.29699963096293086,0.10078951126651371,0.27245841990797875
242,20,706,18,619,4,1609,0.1609,0.2983044118493276,0.10064155266528489,0.2741023855082534
242,20,708,18,623,4,1615,0.1615,0.2999705451305824,0.10182823434298466,0.2751864218266718
