Low Income Solar House,Low Income Solar Apartment,Mid Income Solar House,Mid Income Solar Apartment,High Income Solar House,High Income Solar Apartment,Total Solar Panels,Global Adoption Rate,Clustering Score,Moran's I,Between-Class Gini
30,1,307,0,557,2,897,0.0897,0.23321315054237787,0.08768962635409612,0.49367299152060024
30,1,308,0,557,2,898,0.0898,0.23369799787585022,0.08863922720505318,0.4933254006493253
31,1,309,0,560,2,903,0.0903,0.23511818486790678,0.08921593541492062,0.49288160356445215
31,1,310,0,566,2,910,0.091,0.23605222040652504,0.08930259826071554,0.49393992239302015
32,1,313,0,568,2,916,0.0916,0.23762424527227158,0.08962022161843461,0.4925863765402217
32,1,314,0,571,2,920,0.092,0.23891945027316205,0.09040804133395655,0.49294224887058347
32,1,316,0,573,2,924,0.0924,0.24025299579647405,0.0907109963812724,0.4927276352203589
33,1,318,0,574,2,928,0.0928,0.24066796599264131,0.09033048717595804,0.4915033507490875
33,1,321,0,577,2,934,0.0934,0.24148982140917624,0.08947456093498692,0.4911930162804256
33,1,322,0,580,2,938,0.0938,0.2432750184623846,0.08909078924640369,0.4915489462953886
33,1,326,0,584,2,946,0.0946,0.24629694733197918,0.09059652103130364,0.49113994648821135
33,1,328,0,586,2,950,0.095,0.24850730958024828,0.09077612670918868,0.4909378484001337
33,1,332,0,588,2,956,0.0956,0.2504449886015012,0.09103866375648444,0.4900861438992403
33,1,332,0,591,2,959,0.0959,0.2515979163361362,0.0908873215651522,0.4907636044037685
33,1,334,0,592,2,962,0.0962,0.2508100314206786,0.09017189269317454,0.49034093834642895
33,1,334,0,595,2,965,0.0965,0.25205620197815826,0.08946549844207895,0.49101309447462294
33,1,336,0,597,2,969,0.0969,0.25230674621866334,0.08852800228720692,0.4908153551135124
33,1,336,0,600,2,972,0.0972,0.25233977168377997,0.0883802831573266,0.49148060246768627
33,1,339,0,604,2,979,0.0979,0.25318744218744216,0.08785118075229174,0.49140388011073205
33,1,341,1,606,2,984,0.0984,0.2527375062579144,0.08747087106851129,0.4908910293837992
35,1,344,1,609,2,992,0.0992,0.25481674757990547,0.08888154475402797,0.48913726783621064
37,1,345,1,614,2,1000,0.1,0.254038194625544,0.08864139261959227,0.4884665950639054
37,1,346,1,621,2,1008,0.1008,0.25577157459627575,0.08947716072783346,0.4896773731372666
37,1,347,1,625,2,1013,0.1013,0.2561146292315767,0.0899248235057803,0.4902279050655154
37,1,350,1,628,2,1019,0.1019,0.2579969291791952,0.09065021511683137,0.4899501610356081
37,1,350,1,633,2,1024,0.1024,0.2577787680728857,0.0916012449292912,0.4910073119796512
37,1,353,1,634,2,1028,0.1028,0.257504241635101,0.09172386064608205,0.49030878688865664
37,1,356,1,636,2,1033,0.1033,0.2572086265963817,0.09057324760049604,0.4898247957221445
37,1,358,1,636,2,1035,0.1035,0.2585363822512222,0.09063391557807339,0.4892241703915552
37,1,360,1,638,2,1039,0.1039,0.2592506500477515,0.09075302870592196,0.4890459269118101
37,1,361,1,641,2,1043,0.1043,0.26047540578339423,0.09138694037033465,0.4893756695860598
37,1,366,1,643,2,1050,0.105,0.2609550158785341,0.09132281599653615,0.4883102012683522
38,1,368,1,644,2,1054,0.1054,0.26094502851645707,0.09039844668962996,0.4872404020320034
38,1,368,1,645,2,1055,0.1055,0.26095160521896965,0.09016959539548883,0.4874496141517007
38,1,371,1,648,2,1061,0.1061,0.2625878667742433,0.09033100938631675,0.4871966371494357
38,1,372,1,652,2,1066,0.1066,0.2640194995420984,0.08977166032958821,0.4877344152847252
38,1,373,1,654,2,1069,0.1069,0.26453891700370574,0.09010221155247719,0.48785613057206545
40,1,375,1,657,2,1076,0.1076,0.2648900384441429,0.09002398945118142,0.48654365219779594
40,1,375,1,660,2,1079,0.1079,0.2654110540622168,0.09084904659049481,0.4871596203087177
40,1,378,1,664,2,1086,0.1086,0.2664086734789138,0.09125703359016164,0.48711738649669006
40,1,381,1,665,2,1090,0.109,0.26607199328193804,0.09034897011689291,0.48646715099538557
40,1,383,1,666,2,1093,0.1093,0.2669204838626326,0.09066234810701852,0.4861035879631084
40,1,385,1,670,2,1099,0.1099,0.2684411630986973,0.09276113984291474,0.4863498822333714
40,1,389,1,671,2,1104,0.1104,0.2683988259215532,0.0926073081870223,0.4854285084642396
40,1,390,1,677,2,1111,0.1111,0.26902128785597623,0.0915096538362321,0.4863559297299768
40,1,391,1,677,2,1112,0.1112,0.2691545418079714,0.09128366515499695,0.48607743072673326
40,1,391,1,683,2,1118,0.1118,0.27113951777327006,0.09138995735835494,0.48727004645752087
40,1,393,1,686,2,1123,0.1123,0.27189403288599,0.0917162224199205,0.48730788872856695
40,1,396,1,688,2,1128,0.1128,0.27162082184324177,0.09203679508805303,0.4868747305527393
40,1,397,1,691,3,1133,0.1133,0.271985194217258,0.09161698377025385,0.4873825784712518
40,1,400,1,692,3,1137,0.1137,0.2715030458410864,0.09071934299960834,0.4867582479841703
41,1,402,1,695,3,1143,0.1143,0.2721907397061041,0.09080898891270409,0.48616254337387205
41,1,403,1,699,3,1148,0.1148,0.27362798186661824,0.0923092381716383,0.48666751632227384
41,1,403,1,700,3,1149,0.1149,0.27368844401595493,0.09208481564786924,0.4868603898673503
41,1,405,1,702,3,1153,0.1153,0.27412371257018775,0.09165572873940388,0.4867069959637316
41,1,405,1,704,3,1155,0.1155,0.2739949137646792,0.09120873590982288,0.48709058947510037
41,1,407,2,709,3,1163,0.1163,0.2745873314682633,0.09224289856582282,0.4872415943095878
41,1,409,2,711,3,1167,0.1167,0.27734742089858166,0.09462160109001903,0.4870888550263757
41,1,410,2,712,3,1169,0.1169,0.2773720032947501,0.09417157177749533,0.48701285142805206
42,1,410,2,716,3,1174,0.1174,0.2778757045423712,0.09445122860077805,0.48714833005077435
43,1,413,2,722,3,1184,0.1184,0.28092773986841785,0.09543780658349413,0.48687010789386465
44,1,413,2,726,3,1189,0.1189,0.280445625635499,0.0947819408665397,0.4870044903957756
44,1,416,2,729,3,1195,0.1195,0.2834398622181997,0.09709998821133418,0.48678195485532116
44,1,417,2,731,3,1198,0.1198,0.28539680122594696,0.09916207091582846,0.486893089724808
44,1,420,2,733,3,1203,0.1203,0.2869185721145688,0.10091540404040403,0.48648846510745863
44,1,424,2,736,3,1210,0.121,0.28635879046326806,0.10068177070711491,0.48601485016427315
44,1,426,2,740,3,1216,0.1216,0.2868716038270494,0.10067198655282951,0.48623795768169104
44,1,429,2,745,3,1224,0.1224,0.28827307028126703,0.10154769652834758,0.4863871517712715
44,1,430,2,746,3,1226,0.1226,0.2886897381578233,0.10198727152725891,0.4863157204324901
44,1,431,2,747,3,1228,0.1228,0.28878991832423206,0.10153287121300135,0.4862445064920844
46,1,433,2,749,3,1234,0.1234,0.2891740283203698,0.10194528555510847,0.4849258620850403
46,1,435,2,751,3,1238,0.1238,0.29092440964402067,0.10325347389332835,0.4847886401008538
47,1,436,2,754,3,1243,0.1243,0.293234693295226,0.10432395332875775,0.4844977758396241
47,1,437,2,755,3,1245,0.1245,0.29342210524724627,0.10474919099197927,0.48443018499575113
47,1,438,2,758,3,1249,0.1249,0.2935981443812769,0.1047160553424295,0.4847227540407622
47,1,444,2,762,3,1259,0.1259,0.2974378100872125,0.10592850806290081,0.48396267767279033
47,1,445,2,765,3,1263,0.1263,0.298036933501588,0.1063211205334493,0.4842538180712784
47,1,445,2,766,3,1264,0.1264,0.29833705536086486,0.10652729330950225,0.48443186211105943
47,1,445,2,770,3,1268,0.1268,0.2977885203755457,0.1056146693929915,0.48514057618954826
47,1,446,2,773,3,1272,0.1272,0.2982477148683773,0.10556970646583178,0.4854253002232746
48,1,450,2,776,4,1281,0.1281,0.3033233950422674,0.10832549787369242,0.4845904478012673
48,1,450,2,780,4,1285,0.1285,0.30428448080672904,0.10827413428904895,0.48528897264731635
48,1,457,2,783,4,1295,0.1295,0.3041713751434898,0.10898052867453777,0.4841343422963817
49,1,459,2,786,4,1301,0.1301,0.3039900324981281,0.1093061790791339,0.48362121558712223
49,1,460,2,788,4,1304,0.1304,0.3056593961593962,0.11031155904764905,0.48373117233955254
49,1,462,3,792,4,1311,0.1311,0.3057474957245424,0.10914023177307428,0.48371398048528835
49,1,465,3,794,4,1316,0.1316,0.30852151743920037,0.11219367494584305,0.48335349543426487
49,1,465,3,797,4,1319,0.1319,0.3085274252574633,0.11150555664482045,0.48386822119917633
49,1,465,4,799,4,1322,0.1322,0.3099143669515445,0.11146544457098248,0.48397609659887647
49,1,465,4,801,4,1324,0.1324,0.31087697866106956,0.11267607265313687,0.4843166419520677
50,1,469,4,802,4,1330,0.133,0.3120864701747055,0.1129568812498111,0.4830097656620536
51,1,470,4,805,4,1335,0.1335,0.31338839180687417,0.11470930640212688,0.4827450881329458
51,1,473,4,806,4,1339,0.1339,0.31414192756889386,0.1154468223560962,0.4822238487651804
51,1,477,4,810,4,1347,0.1347,0.31526086844404044,0.11564159479980601,0.4819859490507574
52,1,478,4,811,4,1350,0.135,0.3150720750274985,0.11495123544042637,0.48138913565880914
52,1,481,4,815,4,1357,0.1357,0.31744837243728596,0.11538692818521656,0.4813843431984779
